Seed Address,Seed Name,Depth Max,Length,Root Address,Root Name,Root Symbol,Path
027cd3f0,FUN_027cd3f0,5,2,027c3330,FUN_027c3330,,FUN_027cd3f0 -> FUN_027c6230 -> FUN_027c3330
00ec67c4,FUN_00ec67c4,5,2,00e78478,FUN_00e78478,,FUN_00ec67c4 -> FUN_00ec67b0 -> FUN_00e78478
