Seed Address,Seed Name,Depth Max,Length,Root Address,Root Name,Root Symbol,Path
0009bea0,FUN_0009bea0,5,1,0009a640,FUN_0009a640,,FUN_0009bea0 -> FUN_0009a640
0009c450,FUN_0009c450,5,1,0009cae0,FUN_0009cae0,,FUN_0009c450 -> FUN_0009cae0
0009c450,FUN_0009c450,5,3,0009ab20,FUN_0009ab20,,FUN_0009c450 -> FUN_0009cdf0 -> FUN_0008b450 -> FUN_0009ab20
0009c450,FUN_0009c450,5,5,000a52a0,FUN_000a52a0,,FUN_0009c450 -> FUN_0009cdf0 -> FUN_0008b450 -> FUN_00089180 -> FUN_000a5060 -> FUN_000a52a0
025c9220,FUN_025c9220,5,2,01d91030,FUN_01d91030,,FUN_025c9220 -> FUN_01d89e00 -> FUN_01d91030
025c9220,FUN_025c9220,5,2,01914570,FUN_01914570,,FUN_025c9220 -> FUN_01d89e00 -> FUN_01914570
025c9220,FUN_025c9220,5,3,024f0ea0,FUN_024f0ea0,,FUN_025c9220 -> FUN_01d89e00 -> FUN_01d91420 -> FUN_024f0ea0
