Seed Address,Seed Name,Depth Max,Length,Root Address,Root Name,Root Symbol,Path
001842c0,FUN_001842c0,5,2,00180500,FUN_00180500,,FUN_001842c0 -> FUN_001805e0 -> FUN_00180500
001842c0,FUN_001842c0,5,4,00178e20,FUN_00178e20,,FUN_001842c0 -> FUN_001805e0 -> FUN_00182400 -> FUN_00174c00 -> FUN_00178e20
