Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
01d89c94,0x1d89c94,switchD_01d95a3c::caseD_1,,,switchD_01d95a3c,"undefined __cdecl caseD_1(undefined8 param_1, long param_2)",60,5,1,decompiled/caseD_1__01d89c94.c,decompiled/caseD_1__01d89c94.mmd,decompiled/caseD_1__01d89c94.asm,87b41ad277f11331,812e01b021f42e9139b967940c00001408102e1e608e40f9b42601b0947a2191,,,,1,ready,ready_eff,,0x128;0x138;0x148;0x158;0x1b1;0x435abbd;0x438bebb,s_EFAULT_POSITION_Z_0435a000@0435a000(rw);s_ready_eff_0435abbd@0435abbd(rw),,,,FUN_03778180
