Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
03908790,0x3908790,FUN_03908790,,,Global,"float * __cdecl FUN_03908790(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, float * param_8, float * param_9, undefined * * param_10, uint * param_11, ulong * param_12, ulong param_13)",456,23,6,decompiled/FUN_03908790__03908790.c,decompiled/FUN_03908790__03908790.mmd,decompiled/FUN_03908790__03908790.asm,dbba6b25ff475142,ff0303d1fc6f06a9fa6707a9f85f08a9f65709a9f44f0aa9fd7b0ba9fdc30291,,,INVALID,1,INVALID,,,0x102;0x105;0x121;0x12d;0x170;0x1b1;0x1e9;0x230;0x236;0x249;0x2ac;0x2b1;0x2b6;0x2c2;0x30b;0x327;0x333;0x4000;0xffff;0xf423f;0xf4240;0xf4308;0x426ed45;0x437a2b3;0x43ee42e;0x442003c;0x4535470;0x4535478;0x4535480,UINT_04535480@04535480(rw);switchdataD_04535470@04535470(rw);UINT_04535000@04535000(rw);DAT_00004000@00004000(rw);s_ause_0439b000@0439b000(rw);s_ame_01_0439bd46@0439bd46(rw);s_#%ld)_with_%s_%s_0426e000@0426e000(rw);s_INVALID_INDEX_0426ed48@0426ed48(rw);s_lationFactor7_04420000@04420000(rw);s__04420048@04420048(rw),,,FUN_0390c820;switchD_0390b334::caseD_0,FUN_0390eb00;FUN_0390d140;FUN_0390d6c0;FUN_0390e6d0;FUN_0390adf0
