Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
01d5ab30,0x1d5ab30,FUN_01d5ab30,,,Global,"undefined __cdecl FUN_01d5ab30(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, uint param_9)",444,25,21,decompiled/FUN_01d5ab30__01d5ab30.c,decompiled/FUN_01d5ab30__01d5ab30.mmd,decompiled/FUN_01d5ab30__01d5ab30.asm,4f9ad872c6e0d708,ff0306d1e923126dfc9b00f9f85f14a9f65715a9f44f16a9fd7b17a9fdc30591,,,friend,1,friend,,,0x1b1;0x3860;0x435aa93;0x435aaa9;0x435aabd;0x436b6ce;0x438be0d;0x4400889;0x4411c7c;0x3f800000,DAT_0000cf28@0000cf28(rw);s_r_04400000@04400000(rw);s_friend_04400889@04400889(rw);s_ighter_ptrainer_final_00_f_04411000@04411000(rw);s_t_rep_fighter_1_04411c7c@04411c7c(rw);s_EFAULT_POSITION_Z_0435a000@0435a000(rw);s_t_period_end_00_0435aa99@0435aa99(rw);DAT_00003860@00003860(rw);s_river::BerkeleySocket_0438b000@0438b000(rw);s_dp_%02d_0438be1b@0438be1b(rw);s__selector__0436b000@0436b000(rw);s__prog_0436b6db@0436b6db(rw);s__type_alive_0435aabd@0435aabd(rw);s_ss_off_0435aaaf@0435aaaf(rw);s_AL_0438be76@0438be76(rw);DAT_0523c000@0523c000(rw);...,,0x11cf2812f7:ui_chara_duckhunt;0xede098ba4:ui_chara_buddy,FUN_01d5b7c0;FUN_01d5efa4,FUN_01465b30;FUN_03777e50;FUN_03777f80;PIA_OnPacketReceived;FUN_03776460
