Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
00407f80,0x407f80,FUN_00407f80,,,Global,"undefined __cdecl FUN_00407f80(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",3336,111,0,decompiled/FUN_00407f80__00407f80.c,decompiled/FUN_00407f80__00407f80.mmd,decompiled/FUN_00407f80__00407f80.asm,5055b5ab95ee8adf,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff033cd1,,,Network,1,Network,_%02d;dys_yoga04_04_set,,0xfffff268;0xfffff288;0xfffff2a8;0xfffff2c8;0xfffff2e8;0xfffff308;0xfffff328;0xfffff348;0xfffff368;0xfffff388;0xfffff3a8;0xfffff3c8;0xfffff3e8;0xfffff408;0xfffff428;0xfffff448;0xfffff468;0xfffff488;0xfffff4a8;0xfffff4c8;0xfffff4e8;0xfffff508;0xfffff528;0xfffff548;0xfffff568;0xfffff588;0xfffff5a8;0x67e;0x684;0x68a;0x690;0x696;...,DAT_00004430+3@00004433(rw);s_rSetCommandFlushThreshold_04317000@04317000(rw);s_icipatingJob::WaitAllowParticipa_043174cd@043174cd(r);s_wParticipatingJob::WaitAllowPart_043174c8@043174c8(r);DAT_00004f4c@00004f4c(rw);DAT_00005954@00005954(rw);s_ause_0439b000@0439b000(rw);s_ironball_0439bb63@0439bb63(r);s_%02d/model.numdlb_043ac000@043ac000(rw);s_al_off_043ac241@043ac241(r);s__043ac247@043ac247(r);s_SceneParameter_043bd000@043bd000(rw);s_t_parts_hbg_00_043bdb95@043bdb95(r);s_ts_hbg_00_043bdb9a@043bdb9a(r);s__043cc000@043cc000(rw);s__043cce62@043cce62(r);...,,,FUN_0055c960;f;FUN_000002c0;PIA_OnPacketReceived
