Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00421fe0,0x421fe0,FUN_00421fe0,,,Global,"undefined __cdecl FUN_00421fe0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7)",652,23,0,decompiled/FUN_00421fe0__00421fe0.c,decompiled/FUN_00421fe0__00421fe0.mmd,decompiled/FUN_00421fe0__00421fe0.asm,b5d66e22b9ebd9b3,fd7bbfa9fd030091287802d01f4109b9287802d089f501d02951059109a504f9,,,url,1,url,,,0x213;0x21f;0x22b;0x237;0x243;0x24f;0x25b;0x267;0x273;0x27f;0x28b;0x42a0d2a;0x42d314c;0x43052b7;0x4336ea6;0x43590f0;0x437a429;0x439af1b;0x43aa7dd;0x43ed801;0x4420070;0x4430e1f;0x50a42c0;0x50b4930;0x50b4940;0x50b4950;0x50b4960;0x50b4998;0x50b7d08;0x50b7d10;0x50b7d18;0x50b7d20;...,s_IND_MOVE_042d3000@042d3000(rw);s_b_042d3154@042d3154(rw);DAT_050b7000@050b7000(rw);s_tomColor14_04359000@04359000(rw);DAT_050b7d08@050b7d08(rw);s_:_Conf_string_ends_with_key_043590fa@043590fa(rw);s_st_sleep_owl_set_042a0000@042a0000(rw);DAT_050b7d10@050b7d10(rw);s__042a0d3b@042a0d3b(rw);s_spirits_rule_balloon_04430000@04430000(rw);DAT_050b7d18@050b7d18(rw);s_urlextents_04430e20@04430e20(rw);DAT_050a4000@050a4000(rw);s__camera_roll_offset_0439a000@0439a000(rw);DAT_050a42c0@050a42c0(rw);s_en_size_0439af3c@0439af3c(rw);...,,,,f
00422f70,0x422f70,FUN_00422f70,,,Global,"undefined __cdecl FUN_00422f70(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7)",372,13,0,decompiled/FUN_00422f70__00422f70.c,decompiled/FUN_00422f70__00422f70.mmd,decompiled/FUN_00422f70__00422f70.asm,01ebddc42ca2dd5d,fd7bbfa9fd030091287802b01f910db9287802b009f701f029190a9109cd06f9,,,url,1,url,"/
;
?
!
-
",,0x132;0x13e;0x14a;0x156;0x162;0x16e;0x428f62f;0x4305256;0x4347042;0x4430e1f;0x4440780;0x44638b4;0x4f76410;0x50a42c0;0x50b6960;0x50b7478;0x50b7640;0x50b7648,s_ARX_STATUS_KIND_ATTACK_BLACK_HOL_04305000@04305000(rw);s_ING_JOSTLE_DOWN_GROUND_POS_Y_04305286@04305286(rw);DAT_050b7000@050b7000(rw);s_OFF_04440000@04440000(rw);DAT_050b7640@050b7640(rw);s_fighter_rhombus_touch_ground_0444078e@0444078e(rw);s_ge_pos_04347000@04347000(rw);DAT_050b7648@050b7648(rw);s_m_throw_04347045@04347045(rw);DAT_050b6000@050b6000(rw);s__WIND_0428f000@0428f000(rw);DAT_050b6960@050b6960(rw);s_sform8_0428f635@0428f635(rw);s_spirits_rule_balloon_04430000@04430000(rw);DAT_050b7478@050b7478(rw);s_urlextents_04430e20@04430e20(rw);...,,,,f
