Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00421120,0x421120,FUN_00421120,,,Global,"undefined __cdecl FUN_00421120(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7)",92,3,0,decompiled/FUN_00421120__00421120.c,decompiled/FUN_00421120__00421120.mmd,decompiled/FUN_00421120__00421120.asm,a682e0d57efcd0c7,fd7bbfa9fd030091287802d01fb104b9287802d069f401f029ad3691095d02f9,,,HASH,1,HASH,,,0x42b0d80;0x50b5ef8,s_US_SPECIAL_S_WORK_INT_DASH_MAX_F_042b0000@042b0000(rw);s_HASH_042b0dab@042b0dab(rw);DAT_050b5000@050b5000(rw);DAT_050b5ef8@050b5ef8(rw),,,,f
