Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00000430,0x430,FUN_00000430,,,Global,long * __cdecl FUN_00000430(long param_1),164,41,647,decompiled/FUN_00000430__00000430.c,decompiled/FUN_00000430__00000430.mmd,decompiled/FUN_00000430__00000430.asm,13cde18945d038d4,f44fbea9fd7b01a9fd430091f30300aae00b1d32bbffff97c11b02d021f40f91,,Curl_cookie_loadfiles@ssbu-decomp:functions(+0xb40),Curl_cookie_loadfiles,1,Lua,restart,,0x1b1;0x42a0d3d;0x42b1e29;0x42f599d;0x4316c4a;0x43bc334,DAT_0437a000@0437a000(rw);s_abel_'%s'_for_<goto>_at_line_%d_0437a3fd@0437a3fd(rw);s_st_sleep_owl_set_042a0000@042a0000(rw);s_ustomVector45_042a0d3d@042a0d3d(rw);s_p_debris_04316000@04316000(rw);s_Lua_installation_04316c4a@04316c4a(rw);s_et_parts_super_042b1000@042b1000(rw);s_in_042b1e29@042b1e29(rw);s_dArray_043bc000@043bc000(rw);s_ariables_043bc334@043bc334(rw);s__042f5000@042f5000(rw);s_restart_042f599d@042f599d(rw),,,,FUN_00000710;FUN_00000830;FUN_00000330
032012c0,0x32012c0,FUN_032012c0,,,Global,"undefined __cdecl FUN_032012c0(long * param_1, undefined8 * param_2, undefined8 param_3, undefined8 param_4, undefined8 param_5, undefined8 param_6, ulong param_7, ulong param_8)",892,44,1,decompiled/FUN_032012c0__032012c0.c,decompiled/FUN_032012c0__032012c0.mmd,decompiled/FUN_032012c0__032012c0.asm,03e13d5fd8acf0ed,ff8303d1eb2b066dfb4300f9e923076dfa6709a9f85f0aa9f6570ba9f44f0ca9,,,LUA,1,LUA,,,0x150;0x154;0x158;0x15c;0x160;0x190;0x1b1;0x1f0;0x1f4;0x1f8;0x1fc;0x21d;0x229;0x22c;0x27a;0x282;0x2ac;0x2af;0x2ed;0x2f5;0x31f;0x322;0x33d;0x34a;0x3f000000,,,,,FUN_031de800;FUN_0392dde0;FUN_031ffcc0;f;FUN_031c5370;PIA_OnPacketReceived
0235ccf0,0x235ccf0,FUN_0235ccf0,,,Global,"undefined __cdecl FUN_0235ccf0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8)",25560,1744,0,decompiled/FUN_0235ccf0__0235ccf0.c,decompiled/FUN_0235ccf0__0235ccf0.mmd,decompiled/FUN_0235ccf0__0235ccf0.asm,6e3aa7b1b0d71e0a,ffc304d1fc5f0fa9f65710a9f44f11a9fd7b12a9fd830491f30300aa688e40f8,,,lua,1,lua,kiilatorrent;ITEM_PICKELOBJECT_INSTANCE_WORK_FLOAT_COLLSION_RD_X;regist_block_to_grid;curryshot;get_stage_andross_position;get_base_material_visibility_mesh_id_hash;get_joint_rotation_l;fighter_heal;Texture17,,0xfffffee0;0x10a;0x169;0x1b1;0x2f5;0xab1;0xacd;0xb2c;0xc80;0x111d;0x1139;0x1198;0x12ec;0x1796;0x17b8;0x1810;0x1980;0x1e33;0x1e4f;0x1eae;0x2002;0x2491;0x2b03;0x2b1f;0x2b7e;0x2cd2;0x37e9;0x3805;0x3864;0x39b8;0x3c38;0x3c54;...,DAT_0407ffff@0407ffff(rw);s_DARZ_MESSAGE_KIND_KIILA_CRUSH_DO_04358000@04358000(rw);DAT_0401ffff@0401ffff(rw);DAT_0203ffff@0203ffff(rw);DAT_02010000@02010000(rw);DAT_02020000@02020000(rw);s_BASE_04358131@04358131(r);s_SE_04358133@04358133(r);s_ASE_04358132@04358132(r);s_E_04358134@04358134(r);DAT_00009dc5@00009dc5(rw);DAT_030af766@030af766(rw);DAT_04020000@04020000(rw);DAT_0502ffff@0502ffff(rw);DAT_04080000@04080000(rw);PTR_DAT_04090000@04090000(rw);...,,,,f;FUN_03725d90;FUN_0323b530;PIA_OnPacketReceived
