Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00023390,0x23390,FUN_00023390,,,Global,"ulong __cdecl FUN_00023390(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, ulong param_8, long param_9, char * param_10, undefined4 param_11, int param_12, long * param_13)",2428,151,1,decompiled/FUN_00023390__00023390.c,decompiled/FUN_00023390__00023390.mmd,decompiled/FUN_00023390__00023390.asm,7cf575edf93f0485,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ffc30cd1,,,socket,1,socket,"balloonScore_7650_base;Texture17;Failed sending POST request;Empty reply from server;_%02d;E_chara_spring_summer;""%s"": {",,0xfffffcf0;0xfffffd30;0xfffffd38;0xfffffd40;0xfffffd42;0x105;0x107;0x128;0x135;0x14e;0x16b;0x171;0x1a7;0x1b1;0x1b3;0x1be;0x1d7;0x258;0x284;0x2a5;0x2ba;0x2c0;0x2f9;0x301;0x310;0x344;0x364;0x36f;0x387;0x468;0x481;0x4a7;...,"s_tring_04348000@04348000(rw);s_ed_encoding_found_043481df@043481df(rw);s_p_debris_04316000@04316000(rw);s_P/2_04316dec@04316dec(rw);s_balloonScore_7650_base_0438a000@0438a000(rw);s_:_Digest_%s_0438a8ca@0438a8ca(rw);s_p4/patch-13.0.1/work/libraries/n_043cd000@043cd000(rw);s_excoordScale_043cd224@043cd224(rw);s_is_blacklisted_0434820c@0434820c(rw);DAT_0438a8e5@0438a8e5(rw);s_oud_042c2000@042c2000(rw);s_t.prof_gdump_042c2bea@042c2bea(rw);s_Texture17_0425d000@0425d000(rw);s_eImaginary_%_16_==_0_0425d1d1@0425d1d1(rw);DAT_0437a000@0437a000(rw);s_%s_(size_=_%ld,_maxdownload_=_%l_0437a68f@0437a68f(rw);...",,,,FUN_00013830;FUN_00006010;FUN_00002bf0;FUN_00015ee0;FUN_00016a80;nnsocketResolverSetOption;FUN_00005ca0;libc_strlen;FUN_000061d0;FUN_00015900;FUN_00016140;FUN_000163c0;Curl_resolver_is_resolved
