Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
019ed8e0,0x19ed8e0,FUN_019ed8e0,,,Global,"undefined __cdecl FUN_019ed8e0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",340,5,3,decompiled/FUN_019ed8e0__019ed8e0.c,decompiled/FUN_019ed8e0__019ed8e0.mmd,decompiled/FUN_019ed8e0__019ed8e0.asm,e7bb4f76ce3d5a07,481702b9e80740f9080140f9180140f9480b40f9560340f9080116cb6a7491d2,,,Parameter,1,Parameter,,,0x168;0x1b1;0x214;0x2e0;0x2e8;0x3f800000,DAT_0000ba2e@0000ba2e(rw);DAT_0000d5f7@0000d5f7(rw);s_ng_%s..._043de000@043de000(rw);s_Parameter_043dea45@043dea45(rw);s_9+/_04290000@04290000(rw);s_sending_042e5000@042e5000(rw);s_igrationSuccess_04453000@04453000(rw);DAT_0523c000@0523c000(rw);s_ateEv_0424d000@0424d000(rw);s_ighter_ptrainer_final_00_f_04411000@04411000(rw);s_b_r_btn_044112ca@044112ca(rw),,0xfd5f7fa78:ui_chara_random;0x14ca4126b0:ui_chara_general_all,switchD_019f3354::caseD_1;switchD_01a00f40::caseD_0;UIDispatch_PlayerName,FUN_03777e50;FUN_0392dde0;FUN_03776190;FUN_003a4da0;FUN_019f06f0;FUN_03262cf0
