Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
002ade70,0x2ade70,FUN_002ade70,,,Global,"uint __cdecl FUN_002ade70(undefined1[16] param_1, undefined1[16] param_2, undefined1[16] param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 * param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1148,62,1,decompiled/FUN_002ade70__002ade70.c,decompiled/FUN_002ade70__002ade70.mmd,decompiled/FUN_002ade70__002ade70.asm,4cba37d2589a3da4,fc0f1af8fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ffc312d1,,,Wait,2,Wait,,,0xfffffaf8;0xfffffb60;0xfffffb88;0x104;0x1b1;0x1ca;0x1f9;0x283;0x31b;0x341;0x3e8;0x400;0x1000;0x10000;0x424db22;0x44104cb;0x4420831;0x4441bfd,"s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);DAT_00010000@00010000(rw);DAT_000003fd+3@00000400(rw);s_ateEv_0424d000@0424d000(rw);s_hProtocolReliable_receive_buffer_0424db25@0424db25(rw);DAT_00000405@00000405(rw);DAT_00001000@00001000(rw);s_lationFactor7_04420000@04420000(rw);s_RelayConnection_0442084c@0442084c(rw);s_t_04441000@04441000(rw);s_WaitCloseParticipation_04441c14@04441c14(rw)",,,FUN_001b3db0;f;FUN_002aca40;GetHour;FUN_0353bf20;FUN_001ba480
001842c0,0x1842c0,FUN_001842c0,,,Global,"undefined __cdecl FUN_001842c0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined4 * param_9)",120,4,1,decompiled/FUN_001842c0__001842c0.c,decompiled/FUN_001842c0__001842c0.mmd,decompiled/FUN_001842c0__001842c0.asm,0d0e56fdfa046a32,ff0301d1f44f02a9fd7b03a9fdc30091f30308aa083440f9087544b91f090071,,,Wait,1,Wait,_%02d,,0x1b1;0x474;0x10c08;0x4452e8f,DAT_052a5000@052a5000(rw);DAT_052a5480@052a5480(r);s__%02d_04452000@04452000(rw);s_WaitRequestSessionInfo_04452eab@04452eab(rw);DAT_00010c08@00010c08(rw),,FUN_001805e0,f;FUN_000b41e0;SignalCancel
