Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00133fe0,0x133fe0,FUN_00133fe0,,,Global,"undefined __cdecl FUN_00133fe0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, uint param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",3124,168,1,decompiled/FUN_00133fe0__00133fe0.c,decompiled/FUN_00133fe0__00133fe0.mmd,decompiled/FUN_00133fe0__00133fe0.asm,a2d46eb98b97f514,ff4304d1fc5b00f9fa670ca9f85f0da9f6570ea9f44f0fa9fd7b10a9fd030491,,,Migration,1,Migration,balloonScore_7650_base,,0xfffffef8;0x111;0x139;0x1b1;0x1e1;0x1f4;0x1f8;0x211;0x2ab;0x2bd;0x2c1;0x2da;0x374;0x386;0x38a;0x397;0x43c;0x44f;0x453;0x46c;0x530;0x534;0x541;0x5e2;0x5f4;0x5f8;0x611;0x6ab;0x6bd;0x6c1;0x6ce;0x770;...,DAT_052a4000@052a4000(rw);DAT_052a4be0@052a4be0(r);DAT_052a5000@052a5000(rw);DAT_052a5be8@052a5be8(r);DAT_04497000@04497000(rw);DAT_04497848@04497848(rw);DAT_052a5bf0@052a5bf0(r);DAT_052a5bf8@052a5bf8(r);DAT_04497848@04497848(r);DAT_0449784b@0449784b(r);DAT_04497849@04497849(r);DAT_0449784c@0449784c(r);DAT_0449784a@0449784a(r);DAT_0449784d@0449784d(r);DAT_052a4c00@052a4c00(r);DAT_052a4bf8@052a4bf8(r);...,,,,nnsocketResolverSetOption;FUN_00135880;FUN_0013bb30;FUN_001387a0;FUN_0013bb40;FUN_00135980
