Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
0022f270,0x22f270,FUN_0022f270,,,Global,"undefined __cdecl FUN_0022f270(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, short param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",352,8,1,decompiled/FUN_0022f270__0022f270.c,decompiled/FUN_0022f270__0022f270.mmd,decompiled/FUN_0022f270__0022f270.asm,b49181ca081d5c9b,ff8301d1f65703a9f44f04a9fd7b05a9fd430191a983029029c146f9e8230091,,,Join,1,Join,ConnectStationJob::ConnectionSucceeded,,0x118;0x1b1;0x424db01,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);DAT_052a6610@052a6610(r);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_00245740,FUN_00242460;FUN_01717c00;FUN_001b48e0;FUN_001b1400;FUN_001b4a10;FUN_001d23e0
0022a620,0x22a620,FUN_0022a620,,,Global,"undefined __cdecl FUN_0022a620(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined4 param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",180,1,21,decompiled/FUN_0022a620__0022a620.c,decompiled/FUN_0022a620__0022a620.mmd,decompiled/FUN_0022a620__0022a620.asm,c3704354489dbdea,ff8301d1f51b00f9f44f04a9fd7b05a9fd430191c98302b029c146f9e8230091,,ClientProtocol@ssbu-decomp:functions(-0x100),ClientProtocol,1,Join,,,0x1b1;0x424db01,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);DAT_052a6538@052a6538(r),,,FUN_0024d330;FUN_0025ebf0;FUN_0028c110;FUN_002596f0;FUN_0024d5f0;FUN_0025bae0;FUN_00252f60;FUN_00258900;FUN_002b1be0;FUN_002595d0;FUN_002aea90,FUN_001b48e0;FUN_001b4a10;FUN_001d23e0
00231c50,0x231c50,FUN_00231c50,,,Global,"undefined __cdecl FUN_00231c50(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, short param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",352,8,1,decompiled/FUN_00231c50__00231c50.c,decompiled/FUN_00231c50__00231c50.mmd,decompiled/FUN_00231c50__00231c50.asm,a710fd9583e98e5f,ff8301d1f65703a9f44f04a9fd7b05a9fd430191898302d029c146f9e8230091,,TicketGrantingProtocolClient@ssbu-decomp:functions(-0x100),TicketGrantingProtocolClient,1,Join,ConnectStationJob::ConnectionSucceeded,,0x118;0x1b1;0x424db01,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);DAT_052a6688@052a6688(r);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_002354e0,FUN_00242460;FUN_01717c00;FUN_001b48e0;FUN_001b1400;FUN_001b4a10;FUN_001d23e0
00170710,0x170710,FUN_00170710,,,Global,undefined FUN_00170710(void),172,8,0,,decompiled/FUN_00170710__00170710.mmd,decompiled/FUN_00170710__00170710.asm,,ffc301d1f52300f9f44f05a9fd7b06a9fd83019114a045a98aa24039090140b9,,,Join,1,Join,,,,DAT_052a5000@052a5000(rw);DAT_052a5168@052a5168(r);s_dArray_043bc000@043bc000(rw);s_JoinedMatchmakeSession_043bc8f8@043bc8f8(rw);s_rt20SequenceIdControllerE_04498000@04498000(rw);DAT_0449856c@0449856c(rw);DAT_00010c08@00010c08(rw),,,,f;FUN_000b4400
0013a5e8,0x13a5e8,FUN_0013a5e8,,,Global,"undefined __cdecl FUN_0013a5e8(ulong param_1, undefined1[16] param_2, undefined1[16] param_3, float param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined1[16] param_8, long param_9, long * param_10, long param_11, int param_12)",764,39,0,decompiled/FUN_0013a5e8__0013a5e8.c,decompiled/FUN_0013a5e8__0013a5e8.mmd,decompiled/FUN_0013a5e8__0013a5e8.asm,186b6ef9f4ae3e50,fd7b07a9fdc30191938b02d073020b91e31f00b9e00700a9e00313aaf70302aa,,,Join,1,Join,,,0x102;0x190;0x1a6;0x1b0;0x1b1;0x1bb;0x1e8;0x1f6;0x1fa;0x29d;0x431732d;0x52ac300,s_rSetCommandFlushThreshold_04317000@04317000(rw);DAT_052a4000@052a4000(rw);DAT_052a4bf8@052a4bf8(r);s_aveJoinedMatchmakeSession_0431734d@0431734d(r);s_eJoinedMatchmakeSession_0431734f@0431734f(r);s_veJoinedMatchmakeSession_0431734e@0431734e(r);s_JoinedMatchmakeSession_04317350@04317350(r);s_aveJoinedMatchmakeSession_0431734d@0431734d(rw),,,,nnsocketResolverSetOption;FUN_0013bef0;FUN_0013bee0
0022d700,0x22d700,FUN_0022d700,,,Global,"undefined __cdecl FUN_0022d700(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",276,1,1,decompiled/FUN_0022d700__0022d700.c,decompiled/FUN_0022d700__0022d700.mmd,decompiled/FUN_0022d700__0022d700.asm,dcab4528f2a5728e,ffc301d1f85f03a9f65704a9f44f05a9fd7b06a9fd830191a98302d029c146f9,,UnableTransitionTermForbidOther@ssbu-decomp:functions(-0x100),UnableTransitionTermForbidOther,1,Join,,,0x1b1;0x424db01;0x43386ee,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);s_rguments_to_'%%b')_04338000@04338000(rw);s_leanup_0433870e@0433870e(rw);DAT_052a65b0@052a65b0(r),,,FUN_002426c0,FUN_001b48e0;FUN_001b4a10;FUN_001d23e0;FUN_001db440
00230760,0x230760,FUN_00230760,,,Global,"undefined __cdecl FUN_00230760(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined4 param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",176,1,2,decompiled/FUN_00230760__00230760.c,decompiled/FUN_00230760__00230760.mmd,decompiled/FUN_00230760__00230760.asm,a8ad5ac8e1ef0b7d,ff8301d1f51b00f9f44f04a9fd7b05a9fd430191898302f029c146f9e8230091,,ServerProtocol@ssbu-decomp:functions(-0x100),ServerProtocol,1,Join,,,0x1b1;0x424db01,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);DAT_052a6650@052a6650(r),,,FUN_00258900;FUN_002595d0,FUN_001b48e0;FUN_001b4a10;FUN_001d23e0
