Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
001cf400,0x1cf400,FUN_001cf400,,,Global,"undefined __cdecl FUN_001cf400(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, ulong param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",576,30,7,decompiled/FUN_001cf400__001cf400.c,decompiled/FUN_001cf400__001cf400.mmd,decompiled/FUN_001cf400__001cf400.asm,62d9d796eec3541b,fb0f1af8fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191f40301aa,,,Host,1,Host,,,0x138;0x1b1;0x1d2;0x1e8,s_p4/patch-13.0.1/work/libraries/n_043cd000@043cd000(rw);s_HostGreeting_043cd963@043cd963(rw),,,FUN_001cf660;FUN_001cf6d0;FUN_00236610;FUN_001cf780;FUN_00231910,nnsocketResolverSetOption;FUN_001cc4a0;FUN_001b1400
002a38c0,0x2a38c0,FUN_002a38c0,,,Global,"undefined8 __cdecl FUN_002a38c0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1932,79,1,decompiled/FUN_002a38c0__002a38c0.c,decompiled/FUN_002a38c0__002a38c0.mmd,decompiled/FUN_002a38c0__002a38c0.asm,38f9aea31180f4f2,ff4303d1fa6708a9f85f09a9f6570aa9f44f0ba9fd7b0ca9fd030391e8031832,,,Host,1,Host,,,0xfbcb77a6;0xfbcc78cb;0xfbd2b7fb;0x100;0x101;0x103;0x129;0x135;0x13a;0x140;0x144;0x165;0x168;0x189;0x195;0x19c;0x1b1;0x1b4;0x1d7;0x1da;0x1f6;0x1f9;0x1fb;0x200;0x21a;0x226;0x22d;0x242;0x245;0x268;0x26b;0x286;...,DAT_052a7000@052a7000(rw);DAT_052a7860@052a7860(r);DAT_052a7868@052a7868(r);s_Color2_042d4000@042d4000(rw);s_eWithHostMigrationJob::WaitDisco_042d4806@042d4806(r);s_WithHostMigrationJob::WaitDiscon_042d4807@042d4807(r);s_ithHostMigrationJob::WaitDisconn_042d4808@042d4808(r);s_tring_04348000@04348000(rw);s_nt:%d_------_0434885b@0434885b(r);s_t:%d_------_0434885c@0434885c(r);s_:%d_------_0434885d@0434885d(r);s_rguments_to_'%%b')_04338000@04338000(rw);s_keHostCandidateRanking_04338736@04338736(r);s_eHostCandidateRanking_04338737@04338737(r);s_HostCandidateRanking_04338738@04338738(r),,,,FUN_002ad7c0;FUN_001b35a0;FUN_001b3db0;FUN_002ac4d0;GetHour;FUN_001b3260;FUN_002ad6d0;FUN_001ba0e0
001d0580,0x1d0580,FUN_001d0580,,,Global,"ulong __cdecl FUN_001d0580(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, ulong param_10)",156,7,23,decompiled/FUN_001d0580__001d0580.c,decompiled/FUN_001d0580__001d0580.mmd,decompiled/FUN_001d0580__001d0580.asm,92e89444226f4a5d,f50f1df8f44f01a9fd7b02a9fd830091082441a90a0d40f94b0109cbf40302aa,,,Host,1,Host,,,0x1b1,s_p4/patch-13.0.1/work/libraries/n_043cd000@043cd000(rw);s_HostGreeting_043cd963@043cd963(rw),,,FUN_002908b0;FUN_001f8360;FUN_00290d90;FUN_002124f0;FUN_00290b20;FUN_00290680;FUN_00288fe0;FUN_00228750;FUN_00254e50;FUN_002567a0;FUN_00290430;FUN_00287db0;FUN_0020fb10,nnsocketResolverSetOption;FUN_001b1400
00224130,0x224130,FUN_00224130,,,Global,"undefined4 __cdecl FUN_00224130(undefined1[16] param_1, undefined1[16] param_2, undefined1[16] param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, int * param_8, long param_9, size_t param_10, undefined8 param_11, long * param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1088,27,1,decompiled/FUN_00224130__00224130.c,decompiled/FUN_00224130__00224130.mmd,decompiled/FUN_00224130__00224130.asm,1ce68f973ce2bb55,ff4307d1fc6718a9f85f19a9f6571aa9f44f1ba9fd7b1ca9fd030791f30300aa,,,Host,1,Host,_%02d;balloonScore_7650_base;E_chara_spring_summer,,0xfffff000;0xfffffe38;0xfffffe40;0xfffffe60;0x100;0x101;0x102;0x106;0x108;0x10d;0x10f;0x113;0x115;0x11a;0x11c;0x127;0x12a;0x12e;0x130;0x133;0x137;0x139;0x13f;0x140;0x141;0x143;0x145;0x17d;0x18a;0x1b1;0x1b5;0x1c6;...,s__%02d_04452000@04452000(rw);s_onJobNew::LocalCleanupOldHostInf_04452f89@04452f89(rw);s_balloonScore_7650_base_0438a000@0438a000(rw);s_HostMigrationJob::HostMigrationS_0438af39@0438af39(rw);s_9+/_04290000@04290000(rw);s_OfRelayConnection_04290155@04290155(rw);DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_E_chara_spring_summer_043ab000@043ab000(rw);s_ags)_043ab61c@043ab61c(rw);s_sending_042e5000@042e5000(rw);s_stMigrationJobNew::WaitLocalHost_042e5585@042e5585(rw);s_IR_0426d000@0426d000(rw);s_=_NULL_0426df4c@0426df4c(rw);DAT_00001000@00001000(rw);DAT_000003fd+3@00000400(rw);...,,,,FUN_001b1920;FUN_00224570;FUN_001dea50;FUN_001b4f00;FUN_001b28e0;FUN_001ded00;FUN_001ded30;FUN_002266b0;FUN_001b4a10;FUN_001de9c0;FUN_001b3070;FUN_001b57d0;FUN_001af950;FUN_00223ae0;FUN_001de3c0;FUN_001b54d0;...
00184c60,0x184c60,FUN_00184c60,,,Global,"undefined __cdecl FUN_00184c60(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined4 * param_9, undefined4 param_10)",148,4,1,decompiled/FUN_00184c60__00184c60.c,decompiled/FUN_00184c60__00184c60.mmd,decompiled/FUN_00184c60__00184c60.asm,6f7102dc3fb3550a,ff4301d1f65702a9f44f03a9fd7b04a9fd030191f503022af60301aaf40300aa,,,Host,1,Host,,,0x1b1;0x10c08;0x42f60ff,DAT_00010c08@00010c08(rw);DAT_052a5000@052a5000(rw);DAT_052a54c0@052a54c0(r);s_:SendAnswerToDestroyInvitation_042f6000@042f6000(rw);s_HostMigrationJob::HostMigrationF_042f6109@042f6109(rw),,,FUN_001847d0,f;FUN_000b4a90;FUN_000b41e0;SignalCancel
