Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
019eb430,0x19eb430,FUN_019eb430,,,Global,"undefined __cdecl FUN_019eb430(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, uint * param_9)",468,8,10,decompiled/FUN_019eb430__019eb430.c,decompiled/FUN_019eb430__019eb430.mmd,decompiled/FUN_019eb430__019eb430.asm,3e4387700aa98770,ff0301d1f50b00f9f44f02a9fd7b03a9fdc3009175c201b0b5020791280840b9,,,replay,1,replay,copy_link_cap,,0x134;0x13c;0x16b;0x173;0x17d;0x191;0x1ae;0x1b1;0x42b2f51;0x42f6ebb;0x44421e5;0x523c9e8;0x3f800000,DAT_05238000@05238000(rw);DAT_052381c0@052381c0(r);DAT_052381c4@052381c4(r);DAT_052381c0@052381c0(w);DAT_052381c8@052381c8(r);DAT_052381cc@052381cc(r);DAT_052381c4@052381c4(w);DAT_052381c8@052381c8(w);DAT_052381cc@052381cc(w);s_copy_link_cap_04442000@04442000(rw);s_ize_s_on_044421e5@044421e5(rw);s_:SendAnswerToDestroyInvitation_042f6000@042f6000(rw);s_nt_stage_name_042f6ebb@042f6ebb(rw);s_ldn't_parse_CURLOPT_RESOLVE_remo_042b2000@042b2000(rw);s_replay_detail_melee_tournament_042b2f51@042b2f51(rw);s__04442202@04442202(rw);...,,FUN_01a608c0;FUN_01a26300,f;FUN_03777c30;FUN_03777f80;PIA_OnPacketReceived;FUN_0377aa30
