Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
01ca8640,0x1ca8640,FUN_01ca8640,,,Global,"ulong __cdecl FUN_01ca8640(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, undefined8 * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15, undefined8 param_16, undefined1 param_17)",1884,110,1,decompiled/FUN_01ca8640__01ca8640.c,decompiled/FUN_01ca8640__01ca8640.mmd,decompiled/FUN_01ca8640__01ca8640.asm,2c0af1c1db866572,ffc302d1f54300f9f44f09a9fd7b0aa9fd830291080c41f9086141b9f30300aa,,,online,1,online,,,0xfffffef0;0x100;0x10b;0x110;0x12b;0x12f;0x130;0x134;0x147;0x160;0x16f;0x174;0x190;0x19a;0x1b0;0x1b1;0x1b8;0x1be;0x1e2;0x1f8;0x200;0x206;0x22a;0x283;0x288;0x28e;0x2a7;0x2bb;0x347;0x367;0x36c;0x379;...,UINT_044f8000@044f8000(rw);DAT_044f8b00@044f8b00(rw);switchdataD_044f8bf4@044f8bf4(rw);switchdataD_044f8bf4@044f8bf4(r);switchdataD_044f8bf4+1@044f8bf5(r);s_1_04307000@04307000(rw);s__report_commercially_04307779@04307779(rw);DAT_04866000@04866000(rw);DAT_04866c2e@04866c2e(rw);DAT_0523c000@0523c000(rw);DAT_0523c9c8@0523c9c8(rw);DAT_00006e6d@00006e6d(rw);DAT_00006e61@00006e61(rw);DAT_0000725f@0000725f(rw);DAT_00006d69@00006d69(rw);DAT_00006f74@00006f74(rw);...,,,,f;FUN_03777e50;FUN_0062dd20;FUN_03776190;FUN_01ca0ed0;FUN_03770680;FUN_03775ee0;FUN_03771320;FUN_03776460;FUN_01ca1060;FUN_037718b0;PIA_OnPacketReceived
