Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
0009a3a0,0x9a3a0,FUN_0009a3a0,,,Global,"undefined __cdecl FUN_0009a3a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9)",664,31,1,decompiled/FUN_0009a3a0__0009a3a0.c,decompiled/FUN_0009a3a0__0009a3a0.mmd,decompiled/FUN_0009a3a0__0009a3a0.asm,b60ca97b1247dda3,ff4301d1f85f01a9f65702a9f44f03a9fd7b04a9fd030191280840b92900088b,,TracePrimitiveArray@ssbu-decomp:functions(-0x100),TracePrimitiveArray,1,State,,,0x100;0x103;0x107;0x10b;0x10f;0x113;0x117;0x11b;0x11f;0x123;0x127;0x13b;0x189;0x190;0x199;0x1b1;0x1d8;0x1e7;0x1eb;0x1ed;0x1ef;0x209;0x21c;0x24f;0x252;0x257;0x2a0;0x430;0x440;0x448;0x450;0x458;...,DAT_052a3000@052a3000(rw);DAT_052a3aa0@052a3aa0(r);s_tring_04348000@04348000(rw);s_StateGetChannelMask_0434847c@0434847c(rw),,,,FUN_00031820;FUN_0009b9f0;FUN_000afa20;FUN_00031ae0;FUN_00031ab0;SetDefault;FUN_00031ad0;FUN_00031b20;FUN_00093760;FUN_0009baa0
