Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
01d6f920,0x1d6f920,FUN_01d6f920,,,Global,"undefined __cdecl FUN_01d6f920(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, ulong param_9)",760,58,2,decompiled/FUN_01d6f920__01d6f920.c,decompiled/FUN_01d6f920__01d6f920.mmd,decompiled/FUN_01d6f920__01d6f920.asm,c4e1c022d95d8c8b,ff4301d1f65702a9f44f03a9fd7b04a9fd03019108804d39e81e0034f30300aa,,,result,1,result,,,0x117;0x145;0x172;0x176;0x17e;0x180;0x187;0x18f;0x190;0x1a0;0x1b0;0x1b1;0x1b5;0x1c0;0x1c2;0x1cc;0x1d5;0x1d9;0x1e1;0x1ea;0x1f2;0x203;0x213;0x218;0x220;0x225;0x228;0x22f;0x230;0x260;0x290;0x35d;...,s_02_04329000@04329000(rw);s__stage_preview_id_0425e000@0425e000(rw);s_TACK_043293d4@043293d4(rw);s_TTON_B_0425e7d4@0425e7d4(rw);s__select_melee_team_043ce000@043ce000(rw);s_result_title_043ce79f@043ce79f(rw);s_n_042b3000@042b3000(rw);s_opt_shortmsg_help_transmit_recei_042b3715@042b3715(rw);s_EFAULT_POSITION_Z_0435a000@0435a000(rw);s__lb_0435ab35@0435ab35(rw),,,switchD_01d75c38::caseD_0;FUN_01d6c3a8,FUN_03777e50;f;FUN_037a1dc0;FUN_01d85d90
00407f80,0x407f80,FUN_00407f80,,,Global,"undefined __cdecl FUN_00407f80(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",3336,111,0,decompiled/FUN_00407f80__00407f80.c,decompiled/FUN_00407f80__00407f80.mmd,decompiled/FUN_00407f80__00407f80.asm,5055b5ab95ee8adf,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff033cd1,,,RESULT,1,RESULT,_%02d;dys_yoga04_04_set,,0xfffff268;0xfffff288;0xfffff2a8;0xfffff2c8;0xfffff2e8;0xfffff308;0xfffff328;0xfffff348;0xfffff368;0xfffff388;0xfffff3a8;0xfffff3c8;0xfffff3e8;0xfffff408;0xfffff428;0xfffff448;0xfffff468;0xfffff488;0xfffff4a8;0xfffff4c8;0xfffff4e8;0xfffff508;0xfffff528;0xfffff548;0xfffff568;0xfffff588;0xfffff5a8;0x67e;0x684;0x68a;0x690;0x696;...,DAT_00004430+3@00004433(rw);s_rSetCommandFlushThreshold_04317000@04317000(rw);s_icipatingJob::WaitAllowParticipa_043174cd@043174cd(r);s_wParticipatingJob::WaitAllowPart_043174c8@043174c8(r);DAT_00004f4c@00004f4c(rw);DAT_00005954@00005954(rw);s_ause_0439b000@0439b000(rw);s_ironball_0439bb63@0439bb63(r);s_%02d/model.numdlb_043ac000@043ac000(rw);s_al_off_043ac241@043ac241(r);s__043ac247@043ac247(r);s_SceneParameter_043bd000@043bd000(rw);s_t_parts_hbg_00_043bdb95@043bdb95(r);s_ts_hbg_00_043bdb9a@043bdb9a(r);s__043cc000@043cc000(rw);s__043cce62@043cce62(r);...,,,,FUN_0055c960;f;FUN_000002c0;PIA_OnPacketReceived
