Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
02fe09ec,0x2fe09ec,FUN_02fe09ec,,,Global,undefined FUN_02fe09ec(void),36280,2341,2,,decompiled/FUN_02fe09ec__02fe09ec.mmd,decompiled/FUN_02fe09ec__02fe09ec.asm,,682e00b9a80040f9090140393f31007141040054091140b82a050071eb030054,,,Notification,1,Notification,balloonScore_7650_base;NotificationEventManager,,,SUB_04741dbb@04741dbb(r);s_balloonScore_7650_base_0438a000@0438a000(rw);s_Loc_0438a065@0438a065(rw);DAT_00001060+4@00001064(rw);DAT_00000ab0+4@00000ab4(rw);DAT_04464000@04464000(rw);DAT_04464650@04464650(r);DAT_04467000@04467000(rw);DAT_04467ca0@04467ca0(r);SUB_04469000@04469000(rw);DAT_04469360@04469360(r);DAT_044646b0@044646b0(r);s_rguments_to_'%%b')_04338000@04338000(rw);s_calEjectClientListCheckJob::Wait_043387d7@043387d7(rw);DAT_000008b8@000008b8(rw);DAT_00004150@00004150(rw);...,,0x13f02394d7:kawase_attack_param;0x5ab8a01a0:power;0x61b6e485b:vector;0x50f345ac1:r_eff;0x570e5c534:r_fix;0x5d405f1b3:r_add;0xd985ed140:board_y_speed;0xf0e1203d6:board_max_speed;0x1190b3f148:board_limit_speed;0xcef8679a0:board_y_diff;0xe82fb1bb2:board_friction;0xc93f9d43c:board_accele;0xde8eec7d6:board_y_limit;0xc751a0132:board_y_rate;0xc75861668:wall_fade_in;0xd6bcd82fc:wall_fade_out;0x10d9213564:balancer_in_rate;0xe3a27160e:rate_pose_flip;0xc3eb90437:trainer_info;0xc5b887a00:effect_start;0xae2c9ba49:anim_frame;0xadad65bbe:effect_end;0x103db49ce5:trainer_offset_z;0xd24c9a54e:effect_offset;0x1fbdb2615:y;0x18cdc1683:x;0xae64a168c:voice_info;0xabfa1f938:info_frame;0x9c4677bc8:end_frame;0x102de02017:slimy_data_param;0x10f6d7f433:serial_hit_frame;0xa3f786bac:stop_delay;...,,FUN_003a9bb0;process_begin;f;FUN_0392dde0;FUN_025edd30;FUN_0260fc60;FUN_025efe00;FUN_030795a0;PIA_OnPacketReceived
