Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
001a7fe0,0x1a7fe0,FUN_001a7fe0,,,Global,"undefined8 __cdecl FUN_001a7fe0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, undefined8 param_10, uint param_11)",884,50,1,decompiled/FUN_001a7fe0__001a7fe0.c,decompiled/FUN_001a7fe0__001a7fe0.mmd,decompiled/FUN_001a7fe0__001a7fe0.asm,c5e583f9cbb32991,ffc301d1fc6f01a9fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191,,,P2p,1,P2p,_%02d,,0x125;0x145;0x148;0x150;0x152;0x157;0x15a;0x166;0x184;0x18b;0x194;0x1ab;0x1ad;0x1af;0x1b1;0x252;0x255;0x257;0x25a;0x25e;0x2ad;0x2b8;0x2da;0x2e8;0x2eb;0x2ef;0x2f2;0x30e;0x311;0x313;0x316;0xffff;...,DAT_052a3000@052a3000(rw);DAT_052a3c70@052a3c70(r);DAT_052a3df0@052a3df0(r);DAT_052a5000@052a5000(rw);DAT_052a57a0@052a57a0(r);s_tring_04348000@04348000(rw);DAT_052a57a8@052a57a8(r);s_p4/patch-13.0.1/work/libraries/n_043cd000@043cd000(rw);DAT_052a57b0@052a57b0(r);s__%02d_04452000@04452000(rw);s_itLeaveBufferMatchmakeSession_043487b9@043487b9(rw);s_P2pStable_04452f10@04452f10(rw);s_te_043cd903@043cd903(rw),,,FUN_00198f30,FUN_00193b00;FUN_000bbaa0;FUN_001a8360;FUN_001a4d50;FUN_001a4c30
