Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
02f1be10,0x2f1be10,FUN_02f1be10,,,Global,"undefined __cdecl FUN_02f1be10(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, byte param_9)",876,46,0,decompiled/FUN_02f1be10__02f1be10.c,decompiled/FUN_02f1be10__02f1be10.mmd,decompiled/FUN_02f1be10__02f1be10.asm,4805304e0f032ce3,ff4302d1e82300fdf85f05a9f65706a9f44f07a9fd7b08a9fd030291098841f9,,,Error,1,Error,PP0203;balloonScore_7650_base,,0x108;0x110;0x113;0x11f;0x13a;0x150;0x16d;0x182;0x1a7;0x1b1;0x1be;0x1c6;0x204;0x213;0x221;0x223;0x236;0x242;0x24d;0x259;0x274;0x28a;0x2a7;0x2bc;0x2e1;0x2f8;0x2fc;0x310;0x318;0x426e272;0x43dd41b,s__camera_roll_offset_0439a000@0439a000(rw);s_et_0439a66e@0439a66e(rw);s_st_sleep_owl_set_042a0000@042a0000(rw);s_PP0203_042a0516@042a0516(rw);s_nLanguageScene_04337000@04337000(rw);DAT_0433769a@0433769a(rw);s_d_seal_043dd000@043dd000(rw);s_d_set_043dd429@043dd429(rw);s_et_parts_super_042b1000@042b1000(rw);s_ltUpL2_042b15fa@042b15fa(rw);s_balloonScore_7650_base_0438a000@0438a000(rw);s_erkeleySocketDriver::BerkeleySoc_0438aff2@0438aff2(rw);s_ng_%s..._043de000@043de000(rw);s_stMigrationJob::NexWaitMatchMaki_043de433@043de433(rw);s_#%ld)_with_%s_%s_0426e000@0426e000(rw);s_Error!!!_Please_check_your_binar_0426e286@0426e286(rw);...,,,,FUN_025f7000;FUN_02407380;FUN_025ee100;FUN_026336c0;FUN_02633840;FUN_026334b0;FUN_025e9a00
