Categories,Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
connect,00222410,0x222410,FUN_00222410,,,Global,"undefined __cdecl FUN_00222410(undefined8 * param_1, undefined1[16] param_2, undefined1[16] param_3, float param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined1[16] param_8, long param_9, undefined8 param_10, size_t param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15, undefined8 param_16)",460,17,1,decompiled/FUN_00222410__00222410.c,decompiled/FUN_00222410__00222410.mmd,decompiled/FUN_00222410__00222410.asm,8eaa990ab0a4a588,ffc301d1f71b00f9f65704a9f44f05a9fd7b06a9fd830191f30308aa28840290,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x109;0x12c;0x132;0x134;0x149;0x1b1;0x2e0;0x10001,DAT_052a6000@052a6000(rw);DAT_052a6438@052a6438(r);DAT_052a6430@052a6430(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_00010001@00010001(rw);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002222d0,Wait;FUN_001b2cf0;operator=;FUN_001af950;FUN_001cd8d0;FUN_001b4400;FUN_0021fe80;FUN_01717c00;FUN_001b1400
connect,0026d870,0x26d870,FUN_0026d870,,,Global,"uint __cdecl FUN_0026d870(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, undefined * param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",528,24,2,decompiled/FUN_0026d870__0026d870.c,decompiled/FUN_0026d870__0026d870.mmd,decompiled/FUN_0026d870__0026d870.asm,f4487d528910962b,ffc303d1f85f0ba9f6570ca9f44f0da9fd7b0ea9fd830391f40300aae0030191,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x125;0x140;0x14f;0x158;0x16a;0x182;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a7000@052a7000(rw);DAT_052a6f30@052a6f30(r);DAT_052a7090@052a7090(r),,FUN_0026d830,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001d0730;FUN_001e6820;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,0029b9f0,0x29b9f0,FUN_0029b9f0,,,Global,"undefined8 __cdecl FUN_0029b9f0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, long param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1232,104,5,decompiled/FUN_0029b9f0__0029b9f0.c,decompiled/FUN_0029b9f0__0029b9f0.mmd,decompiled/FUN_0029b9f0__0029b9f0.asm,72f92c8ac519634c,ffc301d1f91300f9f85f03a9f65704a9f44f05a9fd7b06a9fd83019148800290,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x116;0x140;0x14e;0x165;0x17b;0x190;0x194;0x198;0x1b1;0x1bc;0x1cc;0x1ef;0x1f7;0x234;0x265;0x296;0x2cc;0x2fd;0x32e;0x35c;0x44104cb,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5c28@052a5c28(r);DAT_052a7000@052a7000(rw);DAT_052a76c8@052a76c8(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw)",,FUN_0029b860;FUN_002a02c0;FUN_002a2750,FUN_001d3e60;FUN_01717c00;FUN_001b1400
connect,00241710,0x241710,FUN_00241710,,,Global,"undefined __cdecl FUN_00241710(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",308,12,6,decompiled/FUN_00241710__00241710.c,decompiled/FUN_00241710__00241710.mmd,decompiled/FUN_00241710__00241710.asm,e5b5df1f38e1acef,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191088302d008d546f9168302d0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_00241610,FUN_001d1000;FUN_001cd8d0;FUN_001d0b10;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,0023be70,0x23be70,FUN_0023be70,,,Global,"undefined __cdecl FUN_0023be70(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",324,12,1,decompiled/FUN_0023be70__0023be70.c,decompiled/FUN_0023be70__0023be70.mmd,decompiled/FUN_0023be70__0023be70.asm,87e5b699015d5bee,f50f1df8f44f01a9fd7b02a9fd8300914883029008d546f95583029008014039,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6830@052a6830(r);DAT_052a6828@052a6828(r);DAT_052a5000@052a5000(rw);DAT_052a5d20@052a5d20(r),,FUN_0023e370,FUN_002316f0;FUN_001af950;FUN_0022ed10;FUN_01717c00;FUN_001db0f0;FUN_001b1400;FUN_00230850
connect,00248900,0x248900,FUN_00248900,,,Global,"undefined __cdecl FUN_00248900(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",332,13,6,decompiled/FUN_00248900__00248900.c,decompiled/FUN_00248900__00248900.mmd,decompiled/FUN_00248900__00248900.asm,c8e5c20d68df4335,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191c88202f008d546f9d68202f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x10c;0x160;0x168;0x1b1;0x218,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d1000;FUN_001cd8d0;FUN_001b4400;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,00275500,0x275500,FUN_00275500,,,Global,"undefined __cdecl FUN_00275500(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",392,15,7,decompiled/FUN_00275500__00275500.c,decompiled/FUN_00275500__00275500.mmd,decompiled/FUN_00275500__00275500.asm,541b17dd13505b6e,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191688102d008d546f9768102d0,,,Connect,1,Connect,N2nn3nex16FileServerClientE;ConnectStationJob::ConnectionSucceeded,,0x121;0x132;0x1b1;0x1b8;0x1c0;0x1c8;0x1d0;0x2a8;0x449eef3,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_N2nn3nex16FileServerClientE_0449e000@0449e000(rw);DAT_0449eef3@0449eef3(rw);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001b3db0;FUN_001b3070;FUN_001d1000;FUN_001cd8d0;FUN_001d0b10;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,001e7b40,0x1e7b40,FUN_001e7b40,,,Global,"undefined __cdecl FUN_001e7b40(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1816,43,4,decompiled/FUN_001e7b40__001e7b40.c,decompiled/FUN_001e7b40__001e7b40.mmd,decompiled/FUN_001e7b40__001e7b40.asm,4f3881578569fe3b,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff4307d1,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xfffffdd0;0xfffffdf8;0xfffffe88;0xfffffe90;0xfffffea8;0xfffffec0;0xfffffed8;0x117;0x14b;0x15c;0x168;0x174;0x185;0x197;0x1a3;0x1b1;0x1bd;0x1c9;0x1cb;0x1cd;0x1d0;0x1d2;0x1d4;0x1d7;0x1fc;0x1ff;0x202;0x217;0x21b;0x21f;0x221;0x22d;...,"DAT_052a5000@052a5000(rw);DAT_052a5fc8@052a5fc8(r);DAT_052a5e70@052a5e70(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_tES3_NS0_19SocketDriverDeleterEE_0449b000@0449b000(rw);DAT_0449be79@0449be79(rw);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw);DAT_0449be76@0449be76(rw);DAT_052a3d80@052a3d80(r);DAT_052a5f70@052a5f70(r);DAT_0449be6f@0449be6f(rw);DAT_052a6000@052a6000(rw);...",,FUN_001e6ce0;FUN_001ea310,FUN_001b1920;FUN_001e9e00;FUN_001e9f10;FUN_001f2280;FUN_001bec40;FUN_001f60e0;FUN_001af950;GetAddress;FUN_01717c00;FUN_001b1500;FUN_01711910;FUN_001bedd0;FUN_001b3230;FUN_001b4f00;FUN_001ea0d0;FUN_001bf000;...
connect,00231c50,0x231c50,FUN_00231c50,,,Global,"undefined __cdecl FUN_00231c50(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, short param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",352,8,1,decompiled/FUN_00231c50__00231c50.c,decompiled/FUN_00231c50__00231c50.mmd,decompiled/FUN_00231c50__00231c50.asm,a710fd9583e98e5f,ff8301d1f65703a9f44f04a9fd7b05a9fd430191898302d029c146f9e8230091,,TicketGrantingProtocolClient@ssbu-decomp:functions(-0x100),TicketGrantingProtocolClient,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x118;0x1b1;0x424db01,DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);s_ateEv_0424d000@0424d000(rw);s_JoinResponse_0424db15@0424db15(rw);DAT_052a6000@052a6000(rw);DAT_052a6688@052a6688(r);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002354e0,FUN_00242460;FUN_01717c00;FUN_001b48e0;FUN_001b1400;FUN_001b4a10;FUN_001d23e0
connect,0029cab0,0x29cab0,FUN_0029cab0,,,Global,"undefined8 __cdecl FUN_0029cab0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, long param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",328,10,1,decompiled/FUN_0029cab0__0029cab0.c,decompiled/FUN_0029cab0__0029cab0.mmd,decompiled/FUN_0029cab0__0029cab0.asm,0483b3a8720e1222,ffc301d1fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191288002f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x158;0x190;0x198;0x1b1;0x44104cb,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5c28@052a5c28(r);DAT_052a7000@052a7000(rw);DAT_052a7710@052a7710(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw)",,FUN_0029c7c0,FUN_001b3070;FUN_001d3e60;FUN_01717c00;FUN_001b1400
connect,00273560,0x273560,FUN_00273560,,,Global,"uint __cdecl FUN_00273560(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",472,21,1,decompiled/FUN_00273560__00273560.c,decompiled/FUN_00273560__00273560.mmd,decompiled/FUN_00273560__00273560.asm,8b662483cf2f57c9,ff4303d1f74b00f9f6570aa9f44f0ba9fd7b0ca9fd030391f40300aae0830091,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x115;0x11e;0x130;0x147;0x1b1;0x2c0,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a7000@052a7000(rw);DAT_052a6f30@052a6f30(r);DAT_052a71f0@052a71f0(r),,,FUN_0022b600;operator=;FUN_0022b580;FUN_0022a8f0;FUN_01717c00;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_0022b490;FUN_001d0560;FUN_001b1400;FUN_001e6820
connect,002a7800,0x2a7800,FUN_002a7800,,,Global,"undefined __cdecl FUN_002a7800(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",296,11,3,decompiled/FUN_002a7800__002a7800.c,decompiled/FUN_002a7800__002a7800.mmd,decompiled/FUN_002a7800__002a7800.asm,8f492e75b2077c36,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191e87f029008d546f9f67f0290,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002a7100,FUN_001d1000;FUN_001cd8d0;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,0029c360,0x29c360,FUN_0029c360,,,Global,"bool __cdecl FUN_0029c360(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, long * param_9, size_t param_10, long param_11, undefined8 param_12, ulong param_13, undefined8 param_14, undefined8 param_15)",740,33,1,decompiled/FUN_0029c360__0029c360.c,decompiled/FUN_0029c360__0029c360.mmd,decompiled/FUN_0029c360__0029c360.asm,9404941c54b8b33a,ff8301d1f85f02a9f65703a9f44f04a9fd7b05a9fd430191e00301aaf403052a,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x103;0x105;0x10a;0x10c;0x116;0x134;0x16b;0x19e;0x1a8;0x1b1;0x1bd;0x1d6;0x1de;0x1f5;0x22f,DAT_052a7000@052a7000(rw);DAT_052a76e8@052a76e8(r);DAT_052a5000@052a5000(rw);DAT_052a5970@052a5970(r);DAT_052a5bd0@052a5bd0(r);DAT_052a3000@052a3000(rw);DAT_052a3d80@052a3d80(r);DAT_052a76f0@052a76f0(r);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,operator=;FUN_0029c650;FUN_001af950;FUN_002217e0;FUN_01717c00;FUN_001d39d0;FUN_001b1400;FUN_001ccef0;FUN_001cce00
connect,00216420,0x216420,FUN_00216420,,,Global,"undefined __cdecl FUN_00216420(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, size_t param_10, undefined8 param_11, long param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",808,41,14,decompiled/FUN_00216420__00216420.c,decompiled/FUN_00216420__00216420.mmd,decompiled/FUN_00216420__00216420.asm,c746c20884fbf101,fb0f1af8fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191688402f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x105;0x10e;0x114;0x116;0x11f;0x122;0x13b;0x16b;0x17d;0x180;0x183;0x185;0x188;0x18a;0x1ae;0x1b1;0x1da;0x1f0;0x1f7;0x1f9;0x1fb;0x1ff;0x202;0x205;0x23c;0x26c;0x293;0xfff0,DAT_052a5000@052a5000(rw);DAT_052a5970@052a5970(r);DAT_052a5e98@052a5e98(r);DAT_052a5e88@052a5e88(r);DAT_052a5ea0@052a5ea0(r);DAT_052a5ea8@052a5ea8(r);DAT_052a6000@052a6000(rw);DAT_052a62a0@052a62a0(r);DAT_052a5eb8@052a5eb8(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_0000fff0@0000fff0(rw);...,,FUN_001f8040;FUN_001ffdac;FUN_00206280;FUN_002142b0;FUN_00203f30;FUN_00206a70;FUN_00208ab0,FUN_001af950;FUN_01717c00;FUN_001bec40;FUN_001b1400
connect,001e5ea0,0x1e5ea0,FUN_001e5ea0,,,Global,"undefined __cdecl FUN_001e5ea0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, ulong param_9, undefined8 * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",240,8,3,decompiled/FUN_001e5ea0__001e5ea0.c,decompiled/FUN_001e5ea0__001e5ea0.mmd,decompiled/FUN_001e5ea0__001e5ea0.asm,e4f606f78122826e,ffc301d1f71b00f9f65704a9f44f05a9fd7b06a9fd830191e88502d008d546f9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1;0x238,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d1000;FUN_001cd8d0;FUN_01717c00;FUN_001b1400
connect,00208290,0x208290,FUN_00208290,,,Global,"undefined __cdecl FUN_00208290(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",992,45,5,decompiled/FUN_00208290__00208290.c,decompiled/FUN_00208290__00208290.mmd,decompiled/FUN_00208290__00208290.asm,330d2a2fe16a8324,ff0302d1fc6f02a9fa6703a9f85f04a9f65705a9f44f06a9fd7b07a9fdc30191,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x110;0x128;0x12c;0x130;0x134;0x168;0x179;0x17d;0x1b1;0x1cb;0x1ff;0x22d;0x23e;0x2a5;0x2b6;0x2c1;0x2c6;0x2c8;0x2ca;0x2e8;0x318;0x420;0x498;0x49c;0x4b0;0xea61,DAT_052a5000@052a5000(rw);DAT_052a5e88@052a5e88(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db8@052a3db8(r);DAT_052a5e18@052a5e18(r);DAT_00000420@00000420(rw);DAT_052a3db0@052a3db0(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_00208670,FUN_00205510;FUN_00208f10;FUN_00201830;FUN_01717c00;FUN_00208de0;FUN_00202510;FUN_001b1400
connect,00245e00,0x245e00,FUN_00245e00,,,Global,"undefined8 __cdecl FUN_00245e00(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",144,6,2,decompiled/FUN_00245e00__00245e00.c,decompiled/FUN_00245e00__00245e00.mmd,decompiled/FUN_00245e00__00245e00.asm,8d229147c7d091f6,f44fbea9fd7b01a9fd430091e88202d008d546f9f48202d00801403994da46f9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_00258900,FUN_01717c00;FUN_001b1400
connect,001ffc10,0x1ffc10,FUN_001ffc10,,,Global,"undefined __cdecl FUN_001ffc10(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",388,28,4,decompiled/FUN_001ffc10__001ffc10.c,decompiled/FUN_001ffc10__001ffc10.mmd,decompiled/FUN_001ffc10__001ffc10.asm,243f9e6efee7a72e,f50f1df8f44f01a9fd7b02a9fd8300912885029008d546f93585029008014039,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x10f;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002011c0;FUN_00206440,FUN_00201830;FUN_01717c00;FUN_001b1400
connect,0022ea20,0x22ea20,FUN_0022ea20,,,Global,"undefined __cdecl FUN_0022ea20(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",444,34,34,decompiled/FUN_0022ea20__0022ea20.c,decompiled/FUN_0022ea20__0022ea20.mmd,decompiled/FUN_0022ea20__0022ea20.asm,0d0b6265ac5edf80,f50f1df8f44f01a9fd7b02a9fd830091c883029008e942f908410091080000f9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x10d;0x13b;0x1b1,DAT_052a6000@052a6000(rw);DAT_052a65d0@052a65d0(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002372d0;FUN_000d6810;FUN_0027c140;FUN_00276120;FUN_00291f40;FUN_0023d680;FUN_00274c30;FUN_00278f10;FUN_00243730;FUN_00243350;FUN_002777e0;FUN_0027e160;FUN_00281410;FUN_00280210,FUN_001d0830;FUN_001d0b10;FUN_01717c00;GetHour;FUN_001b1400
connect,001d1810,0x1d1810,FUN_001d1810,,,Global,"undefined4 __cdecl FUN_001d1810(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",308,15,1,decompiled/FUN_001d1810__001d1810.c,decompiled/FUN_001d1810__001d1810.mmd,decompiled/FUN_001d1810__001d1810.asm,6543c010c4593dc2,ff4301d1f51300f9f44f03a9fd7b04a9fd030191888602d008d546f9958602d0,,SetCallInProgressState@ssbu-decomp:functions(-0x100),SetCallInProgressState,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_001cce00,operator=;FUN_001d1000;FUN_001d1690;FUN_01717c00;FUN_001b1400
