Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Hash40 Loads,Callers,Callees
00ec67c4,0xec67c4,FUN_00ec67c4,,,Global,undefined FUN_00ec67c4(void),89872,5419,2,,decompiled/FUN_00ec67c4__00ec67c4.mmd,decompiled/FUN_00ec67c4__00ec67c4.asm,,0afb00b90a0140395f310071210400540a1140b84b050071cb0300540a5180b8,,,phx,1,phx,N2nn4ui2d6detail27VectorGraphicsShapePathDataE;phxSystemDebugDrawConstantVS,,,s_ple_key_04741eb3@04741eb3(w);SUB_04741dbb@04741dbb(r);SUB_04741dbc@04741dbc(r);DAT_04741dc0@04741dc0(r);DAT_00000239+3@0000023c(r);DAT_00000241+3@00000244(r);DAT_0000dec0@0000dec0(rw);DAT_04741000@04741000(rw);SUB_04741dbc@04741dbc(rw);DAT_04741dbc+1@04741dbd(rw);DAT_044d8000@044d8000(rw);DAT_044d8d64@044d8d64(r);DAT_044d8ccc@044d8ccc(rw);s_key_04741eb7@04741eb7(w);DAT_04741dbc+1@04741dbd(r);DAT_04741dc0+1@04741dc1(r);...,,0x1dbed8dec0:start_material_wood_num_kirby;0x1e0d20a080:start_material_stone_num_kirby;0x1d0275290c:start_material_iron_num_kirby;0x1daff4305c:start_material_gold_num_kirby;0x22c13a26bc:start_material_red_stone_num_kirby;0x20c24d998c:start_material_diamond_num_kirby;0x22e22cc88d:start_homerun_material_grade_1_num;0x27c5b75787:start_homerun_material_homerun_wood_num;0x287ed0e780:start_homerun_material_homerun_stone_num;0x27e03f9131:start_homerun_material_homerun_iron_num;0x273f981402:start_homerun_material_homerun_gold_num;0x2c8cb2be2c:start_homerun_material_homerun_red_stone_num;0x2ada80766c:start_homerun_material_homerun_diamond_num;0x17f3b7edbc:craft_weapon_have_count;0x15dc690cba:move_weight_speed_min;0x15e06433e3:move_weight_speed_max;0xf54791d8b:move_weight_min;0xda7df3128:move_rate_fix;0xfacf8473b:move_weight_fix;0x1699ae857b:move_weight_comp_frame;0x18dd277bd6:move_rate_speed_min_walk;0x183b47d437:move_rate_speed_max_walk;0x1286e454bc:move_rate_min_walk;0x126084fb5d:move_rate_max_walk;0x17e3061bb0:move_rate_speed_min_run;0x17e0f5fbff:move_rate_speed_max_run;0x11fe876c0f:move_rate_min_run;0x11fd748c40:move_rate_max_run;0x1e702e7701:move_weight_speed_min_turn_run;0x1ee05d67eb:move_weight_speed_max_turn_run;0x186c48985e:move_weight_min_turn_run;0x1c88039367:move_rate_speed_min_turn_run;...,FUN_00ec66dc;FUN_00ec67b0,FUN_00771790;FUN_003ca570;FUN_0392dde0;FUN_00efe220;FUN_00efe26c;FUN_00f021d0;f;FUN_00efe490;PIA_OnPacketReceived
