Category,Section,Location,Match Bytes,Match Value,Label,Code Unit
Crypto,key,042010ef,6b 65 79,key,,"ds ""_ZN3app9pacmankey20PACMAN_HIT_DATA_SIZEEv"""
Crypto,key,042010c0,6b 65 79,key,,"ds ""_ZN3app9pacmankey25PACMAN_REFLECTION_MAX_NUMEv"""
Crypto,key,041cc679,6b 65 79,key,,"ds ""_ZN7lua2cpp35create_agent_fighter_ai_mode_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041c965e,6b 65 79,key,,"ds ""_ZN7lua2cpp37create_agent_fighter_ai_action_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041d392f,6b 65 79,key,,"ds ""_ZN7lua2cpp40create_agent_fighter_animcmd_game_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041dcfcc,6b 65 79,key,,"ds ""_ZN7lua2cpp41create_agent_fighter_animcmd_sound_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041d0712,6b 65 79,key,,"ds ""_ZN7lua2cpp41create_agent_fighter_status_script_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041d6a6c,6b 65 79,key,,"ds ""_ZN7lua2cpp42create_agent_fighter_animcmd_effect_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041d9c69,6b 65 79,key,,"ds ""_ZN7lua2cpp46create_agent_fighter_animcmd_expression_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041e016d,6b 65 79,key,,"ds ""_ZN7lua2cpp46create_agent_fighter_animcmd_game_share_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041e9ea6,6b 65 79,key,,"ds ""_ZN7lua2cpp47create_agent_fighter_animcmd_sound_share_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041e34de,6b 65 79,key,,"ds ""_ZN7lua2cpp48create_agent_fighter_animcmd_effect_share_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,041e690f,6b 65 79,key,,"ds ""_ZN7lua2cpp52create_agent_fighter_animcmd_expression_share_donkeyEN3phx6Hash40EPN3app12BattleObjectEPNS2_26BattleObjectModuleAccessorEP9lua_State"""
Crypto,key,042a2683,6b 65 79,key,,"ds ""anim_key"""
Crypto,key,043ce228,6b 65 79,key,,"ds ""anim_key_help_in"""
Crypto,key,0427f4bf,6b 65 79,key,,"ds ""btn_keyhelp_00"""
Crypto,key,0440039d,6b 65 79,key,,"ds ""btn_keyhelp_camera"""
Crypto,key,043ac6fd,6b 65 79,key,,"ds ""btn_keyhelp_refresh"""
Crypto,key,042c4586,6b 65 79,key,,"ds ""btn_keyhelp_remove"""
Crypto,key,0424ec91,6b 65 79,key,,"ds ""btn_keyhelp_skill"""
Crypto,key,0427f329,6b 65 79,key,,"ds ""copy_donkey_cap"""
Crypto,key,0437a05e,6b 65 79,key,,"ds ""donkey"""
Crypto,key,042f8595,6b 65 79,key,,"ds ""donkey_thrown_offset"""
Crypto,key,043eda4c,6b 65 79,key,,"ds ""dyr_stgdonkey_jack_set"""
Crypto,key,0435ab1d,6b 65 79,key,,"ds ""full_key_con"""
Crypto,key,043ce2fb,6b 65 79,key,,"ds ""group_header_keyhelp"""
Crypto,key,0436a0b0,6b 65 79,key,,"ds ""invalid key to 'next'"""
Crypto,key,0426ee71,6b 65 79,key,,"ds ""key_anim"""
Crypto,key,043fed0e,6b 65 79,key,,"ds ""key_context"""
Crypto,key,04290a02,6b 65 79,key,,"ds ""key_help"""
Crypto,key,043ced04,6b 65 79,key,,"ds ""key_help_00_fadeout"""
Crypto,key,043bde92,6b 65 79,key,,"ds ""key_help_01_fadeout"""
Crypto,key,04432911,6b 65 79,key,,"ds ""key_help_02_fadeout"""
Crypto,key,042b3c57,6b 65 79,key,,"ds ""key_help_03_fadeout"""
Crypto,key,0425eea5,6b 65 79,key,,"ds ""keyhelp_add"""
Crypto,key,04349cf8,6b 65 79,key,,"ds ""keyhelp_change"""
Crypto,key,043ce88c,6b 65 79,key,,"ds ""keyhelp_delite_off"""
Crypto,key,042d3d28,6b 65 79,key,,"ds ""keyhelp_gc"""
Crypto,key,042b3252,6b 65 79,key,,"ds ""keyhelp_grp"""
Crypto,key,04318354,6b 65 79,key,,"ds ""keyhelp_minus_off"""
Crypto,key,042d56ec,6b 65 79,key,,"ds ""keyhelp_minus_on"""
Crypto,key,043ccc83,6b 65 79,key,,"ds ""keyhelp_normal"""
Crypto,key,043395e5,6b 65 79,key,,"ds ""keyhelp_off"""
Crypto,key,0437ba30,6b 65 79,key,,"ds ""keyhelp_on"""
Crypto,key,0425e8be,6b 65 79,key,,"ds ""keyhelp_onoff"""
Crypto,key,042d4cf8,6b 65 79,key,,"ds ""mel_chara_select_key_%s_%02d"""
Crypto,key,0436ad7b,6b 65 79,key,,"ds ""mel_chara_select_key_input"""
Crypto,key,04431af1,6b 65 79,key,,"ds ""mel_chara_select_key_ok"""
Crypto,key,04348df5,6b 65 79,key,,"ds ""mel_chara_select_key_random_nam"""
Crypto,key,04431ac7,6b 65 79,key,,"ds ""mel_chara_select_key_shift_%s"""
Crypto,key,0436ad60,6b 65 79,key,,"ds ""mel_chara_select_key_space"""
Crypto,key,04453560,6b 65 79,key,,"ds ""mel_chara_select_key_switching_%s"""
Crypto,key,04453e03,6b 65 79,key,,"ds ""mnu_opt_btn_key_oth_help_hang"""
Crypto,key,043df4a8,6b 65 79,key,,"ds ""mnu_opt_btn_key_oth_off"""
Crypto,key,04400920,6b 65 79,key,,"ds ""mnu_opt_btn_key_oth_on"""
Crypto,key,04307d46,6b 65 79,key,,"ds ""mnu_replay_movie_edit_keyboard_title_sample"""
Crypto,key,043e32c9,6b 65 79,key,,"ds ""notify_on_boss_keyoff_bgm"""
Crypto,key,0441f0bf,6b 65 79,key,,"ds ""pacmankey"""
Crypto,key,043df641,6b 65 79,key,,"ds ""parts_key"""
Crypto,key,0425cc3e,6b 65 79,key,,"ds ""pop_opt_btn_key_not_create_same_name"""
Crypto,key,043de90f,6b 65 79,key,,"ds ""scorebased_key"""
Crypto,key,04432794,6b 65 79,key,,"ds ""selector_keyhelp"""
Crypto,key,043dbf0b,6b 65 79,key,,"ds ""send_event_on_boss_keyoff_bgm"""
Crypto,key,04741eb7,6b 65 79,key,s_session_simple_key_04741ea8,"ds ""session_simple key"""
Crypto,key,0429164b,6b 65 79,key,,"ds ""set_btn_key_l"""
Crypto,key,04454496,6b 65 79,key,,"ds ""set_btn_key_r"""
Crypto,key,04291195,6b 65 79,key,,"ds ""set_btn_keyhelp"""
Crypto,key,044328cf,6b 65 79,key,,"ds ""set_btn_keyhelp_00"""
Crypto,key,042e5e9f,6b 65 79,key,,"ds ""set_key_help"""
Crypto,key,0437b309,6b 65 79,key,,"ds ""set_key_help_00"""
Crypto,key,042a1dad,6b 65 79,key,,"ds ""set_key_help_02"""
Crypto,key,0436ae2a,6b 65 79,key,,"ds ""set_key_help_next"""
Crypto,key,042f733d,6b 65 79,key,,"ds ""set_keyhelp"""
Crypto,key,0435a486,6b 65 79,key,,"ds ""set_keyhelp_01"""
Crypto,key,042c473a,6b 65 79,key,,"ds ""set_part_key_help"""
Crypto,key,042b3b3d,6b 65 79,key,,"ds ""set_parts_det_key"""
Crypto,key,044219c6,6b 65 79,key,,"ds ""set_parts_det_key_00"""
Crypto,key,04307ac8,6b 65 79,key,,"ds ""set_parts_det_key_01"""
Crypto,key,042d5970,6b 65 79,key,,"ds ""set_parts_det_key_02"""
Crypto,key,0424eb88,6b 65 79,key,,"ds ""set_parts_det_key_03"""
Crypto,key,042c443e,6b 65 79,key,,"ds ""set_parts_det_key_04"""
Crypto,key,0439c923,6b 65 79,key,,"ds ""set_parts_det_key_05"""
Crypto,key,042a25a1,6b 65 79,key,,"ds ""set_parts_det_key_06"""
Crypto,key,04453708,6b 65 79,key,,"ds ""set_parts_det_key_detail"""
Crypto,key,042b302b,6b 65 79,key,,"ds ""set_parts_det_key_replay"""
Crypto,key,0435a575,6b 65 79,key,,"ds ""set_parts_key"""
Crypto,key,042b361a,6b 65 79,key,,"ds ""set_parts_key_00"""
Crypto,key,04431bf2,6b 65 79,key,,"ds ""set_parts_key_help_cance"""
Crypto,key,0426eba2,6b 65 79,key,s_set_parts_key_help_check_0426eb98,"ds ""set_parts_key_help_check"""
Crypto,key,04431bd9,6b 65 79,key,,"ds ""set_parts_key_help_favor"""
Crypto,key,042b2ec0,6b 65 79,key,,"ds ""set_parts_key_help_favorite"""
Crypto,key,042c392b,6b 65 79,key,,"ds ""set_parts_key_help_sell"""
Crypto,key,042e5f89,6b 65 79,key,,"ds ""set_parts_keyassign_%02d"""
Crypto,key,0434920c,6b 65 79,key,,"ds ""set_parts_keyassign_05_1"""
Crypto,key,04421250,6b 65 79,key,,"ds ""set_parts_keyassign_05_2"""
Crypto,key,0436b6ae,6b 65 79,key,,"ds ""set_parts_keyhelp"""
Crypto,key,042e6b44,6b 65 79,key,,"ds ""set_parts_keyhelp_00"""
Crypto,key,0437bd70,6b 65 79,key,,"ds ""set_parts_keyhelp_01"""
Crypto,key,04400e03,6b 65 79,key,,"ds ""set_parts_keyhelp_02"""
Crypto,key,0438c3b7,6b 65 79,key,,"ds ""set_parts_keyhelp_03"""
Crypto,key,043491fe,6b 65 79,key,,"ds ""set_parts_listkey"""
Crypto,key,043ad0eb,6b 65 79,key,,"ds ""set_txt_key"""
Crypto,key,0425e203,6b 65 79,key,,"ds ""set_txt_key_00"""
Crypto,key,0436bd2b,6b 65 79,key,,"ds ""set_txt_key_change"""
Crypto,key,042a27d5,6b 65 79,key,,"ds ""set_txt_key_grid"""
Crypto,key,043ad172,6b 65 79,key,,"ds ""set_txt_keyhelp"""
Crypto,key,0435a1c2,6b 65 79,key,,"ds ""shortcutkey_inout"""
Crypto,key,0426cd87,6b 65 79,key,,"ds ""stc_stgdonkey_fireball_set"""
Crypto,key,04400b93,6b 65 79,key,,"ds ""txt_key_rev_lookup"""
Crypto,key,0426efb0,6b 65 79,key,,"ds ""txt_start_keyhelp"""
Crypto,key,042f58cf,6b 65 79,key,,"ds ""unordered_map::at: key not found"""
Crypto,key,0015bfb1,6b 45 79,kEy,,"ldrh w10,[x26, #0x2b4]"
Connection,connect,04496021,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,044988e5,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,044991cf,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,0449bfea,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,0449e1f0,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,0449e21d,43 6f 6e 6e 65 63 74,Connect,,?? 43h    C
Connection,connect,04442ae9,63 6f 6e 6e 65 63 74,connect,,"ds ""%s_is_connected"""
Connection,connect,043488ed,43 6f 6e 6e 65 63 74,Connect,,"ds ""(IsConnecting() && !Core::GetInstance()->GetTerminateImmediately())"""
Connection,connect,043eef82,63 6f 6e 6e 65 63 74,connect,,"ds ""(IsDisconnecting() && !Core::GetInstance()->GetTerminateImmediately())"""
Connection,connect,042d4155,63 6f 6e 6e 65 63 74,connect,,"ds ""After %ldms connect time, move on!\n"""
Connection,connect,043de6d1,43 6f 6e 6e 65 63 74,Connect,,"ds ""BerkeleySocketDriver Connect Thread"""
Connection,connect,042d416d,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT %s HTTP/%s\r\n%s%s%s%s"""
Connection,connect,0426df60,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT phase completed!\n"""
Connection,connect,04327e2c,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT responded chunked\n"""
Connection,connect,044528c6,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT response too large!"""
Connection,connect,04348171,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT"""
Connection,connect,0434812b,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""CONNECT_ONLY is required!"""
Connection,connect,0428f9db,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), Unknown."""
Connection,connect,042f5b80,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected because SOCKS server cannot connect to identd on the client."""
Connection,connect,042f5bd1,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected because SOCKS server cannot connect to identd on the client."""
Connection,connect,042e50b6,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected because the client program and identd report different user-ids."""
Connection,connect,043ee80a,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected or failed."""
Connection,connect,043ab76d,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS5 connection to %02x%02x:%02x%02x:%02x%02x:%02x%02x:%02x%02x:%02x%02x:%02x%02x:%02x%02x:%d. (%d)"""
Connection,connect,04452ab7,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS5 connection to %d.%d.%d.%d:%d. (%d)"""
Connection,connect,0438aa73,63 6f 6e 6e 65 63 74,connect,,"ds ""Can't complete SOCKS5 connection to %s:%d. (%d)"""
Connection,connect,042f5b50,63 6f 6e 6e 65 63 74,connect,,"ds ""Closing connection %ld\n"""
Connection,connect,042d41bc,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connect me again please\n"""
Connection,connect,0436a66b,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::ConnectionFailed"""
Connection,connect,0436a67e,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::ConnectionFailed"""
Connection,connect,042c335f,43 6f 6e 6e 65 63 74,Connect,s_ConnectStationJob::ConnectionSuc_042c335f,"ds ""ConnectStationJob::ConnectionSucceeded"""
Connection,connect,042c3372,43 6f 6e 6e 65 63 74,Connect,s_ConnectStationJob::ConnectionSuc_042c335f,"ds ""ConnectStationJob::ConnectionSucceeded"""
Connection,connect,043de2b3,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::SendConnectionRequest"""
Connection,connect,043de2ca,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::SendConnectionRequest"""
Connection,connect,042b284b,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::SendRelayConnectionRequest"""
Connection,connect,042b2867,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::SendRelayConnectionRequest"""
Connection,connect,043bcb1f,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::WaitForConnection"""
Connection,connect,043bcb39,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::WaitForConnection"""
Connection,connect,043abcc4,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectStationJob::WaitRequestAck"""
Connection,connect,0428f92a,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connected to %s (%s) port %ld (#%ld)\n"""
Connection,connect,043ee7d8,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connecting to hostname: %s\n"""
Connection,connect,043de07a,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connecting to port: %d\n"""
Connection,connect,043482a9,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection #%ld is still name resolving, can't reuse\n"""
Connection,connect,0427e950,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection #%ld isn't open enough, can't reuse\n"""
Connection,connect,04452884,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection #%ld to host %s left intact\n"""
Connection,connect,043bc4a8,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection %ld seems to be dead!\n"""
Connection,connect,0438a842,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection cache is full, closing the oldest one.\n"""
Connection,connect,0424d535,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection died, retrying a fresh connect\n"""
Connection,connect,0424d557,63 6f 6e 6e 65 63 74,connect,,"ds ""Connection died, retrying a fresh connect\n"""
Connection,connect,0436a1cc,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection failed\n"""
Connection,connect,043cd324,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection time-out"""
Connection,connect,0424d494,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection timed out after %ld milliseconds"""
Connection,connect,043bc439,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection"""
Connection,connect,04316d82,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection: TE\r\nTE: gzip\r\n"""
Connection,connect,04441cf3,43 6f 6e 6e 65 63 74,Connect,,"ds ""Connection: Upgrade"""
Connection,connect,04316d76,43 6f 6e 6e 65 63 74,Connect,s_Connection:_04316d76,"ds ""Connection:"""
Connection,connect,04410f1e,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectionEncoding"""
Connection,connect,042a1621,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectionManager"""
Connection,connect,0425d620,43 6f 6e 6e 65 63 74,Connect,,"ds ""ConnectionStripeSystem is already initialized.\n"""
Connection,connect,042c3499,43 6f 6e 6e 65 63 74,Connect,,"ds ""CurlHttpConnection Thread"""
Connection,connect,0429013a,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::CutRouteOfRelayConnection"""
Connection,connect,0429015c,43 6f 6e 6e 65 63 74,Connect,,"ds ""DisconnectStationJob::CutRouteOfRelayConnection"""
Connection,connect,0436a946,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::DisconnectionSucceeded"""
Connection,connect,0436a95c,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::DisconnectionSucceeded"""
Connection,connect,0436a917,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::SendDisconnectionRequest"""
Connection,connect,0436a931,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::SendDisconnectionRequest"""
Connection,connect,043ff956,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::WaitForDisconnection"""
Connection,connect,043ff973,63 6f 6e 6e 65 63 74,connect,,"ds ""DisconnectStationJob::WaitForDisconnection"""
Connection,connect,0443a67e,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_BAYONETTA_STATUS_ATTACK_AIR_F_FLAG_CONNECT_COMBO"""
Connection,connect,04447645,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_LUIGI_INSTANCE_WORK_ID_INT_OBAKYUMU_CONNECTOR_OBJECT_ID"""
Connection,connect,042a54de,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_STATUS_ATTACK_FLAG_CONNECT_COMBO"""
Connection,connect,0430ac80,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_STATUS_HAMMER_INT_DISCONNECT_FRAME"""
Connection,connect,042f11a8,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_TRAIL_STATUS_ATTACK_AIR_F_FLAG_CONNECT_COMBO"""
Connection,connect,043d939b,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""FIGHTER_TRAIL_STATUS_ATTACK_AIR_N_FLAG_CONNECT_COMBO"""
Connection,connect,04348188,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""Failed sending CONNECT to proxy"""
Connection,connect,0434814f,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to connect to %s port %ld: %s"""
Connection,connect,0428f995,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to receive SOCKS4 connect request ack."""
Connection,connect,042c2d2c,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to receive SOCKS5 connect request ack."""
Connection,connect,0426e0c3,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to resolve \""%s\"" for SOCKS4 connect."""
Connection,connect,04452a71,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to resolve \""%s\"" for SOCKS5 connect."""
Connection,connect,043cd448,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to send SOCKS4 connect request."""
Connection,connect,04452a90,63 6f 6e 6e 65 63 74,connect,,"ds ""Failed to send SOCKS5 connect request."""
Connection,connect,043381d2,63 6f 6e 6e 65 63 74,connect,,"ds ""Found connection %ld, with requests in the pipe (%zu)\n"""
Connection,connect,0424db8a,43 6f 6e 6e 65 63 74,Connect,,"ds ""GET %s HTTP/1.1\r\nHost: %s\r\nUpgrade: websocket\r\nConnection: upgrade\r\nSec-WebSocket-Key: %s\r\nSec-WebSocket-Version: 13\r\nSec-WebSocket-Protocol: %s\r\n\r\n"""
Connection,connect,04452923,63 6f 6e 6e 65 63 74,connect,,"ds ""HTTP/1.0 connection set to keep alive!\n"""
Connection,connect,043cd3b4,63 6f 6e 6e 65 63 74,connect,,"ds ""HTTP/1.0 proxy connection set to keep alive!\n"""
Connection,connect,043481b7,63 6f 6e 6e 65 63 74,connect,,"ds ""HTTP/1.1 proxy connection set close!\n"""
Connection,connect,042d41a5,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""Ignoring Content-Length in CONNECT %03d response\n"""
Connection,connect,043ee6fb,43 4f 4e 4e 45 43 54,CONNECT,,"ds ""Ignoring Transfer-Encoding in CONNECT %03d response\n"""
Connection,connect,0438a829,63 6f 6e 6e 65 63 74,connect,,"ds ""Immediate connect fail for %s: %s\n"""
Connection,connect,043abd4b,43 6f 6e 6e 65 63 74,Connect,,"ds ""IsConnecting()"""
Connection,connect,043ffa18,63 6f 6e 6e 65 63 74,connect,,"ds ""IsDisconnecting()"""
Connection,connect,04410f4c,43 6f 6e 6e 65 63 74,Connect,,"ds ""JobConnectEndPoint"""
Connection,connect,044315d2,43 6f 6e 6e 65 63 74,Connect,,"ds ""JoinMeshJob::StartConnectingToHost"""
Connection,connect,042a155d,63 6f 6e 6e 65 63 74,connect,,"ds ""JoinMeshJob::StartDisconnectStations"""
Connection,connect,042c339a,43 6f 6e 6e 65 63 74,Connect,,"ds ""JoinMeshJob::WaitAllConnection"""
Connection,connect,0429017b,63 6f 6e 6e 65 63 74,connect,,"ds ""JoinMeshJob::WaitDisconnectStations"""
Connection,connect,0439b8d2,43 6f 6e 6e 65 63 74,Connect,,"ds ""JoinMeshJob::WaitUntilConnectToHost"""
Connection,connect,043bc982,43 6f 6e 6e 65 63 74,Connect,,"ds ""LanConnectStationJob::TryCurrentAddress"""
Connection,connect,0426e52c,63 6f 6e 6e 65 63 74,connect,,"ds ""LanProcessHostMigrationJob::LanCheckOldHostDisconnection"""
Connection,connect,04441b8e,63 6f 6e 6e 65 63 74,connect,,"ds ""LanProcessHostMigrationJob::LanWaitCheckOldHostDisconnection"""
Connection,connect,043de5c9,43 6f 6e 6e 65 63 74,Connect,,"ds ""LdnBackgroundProcessJob::ConnectNetworkPrivate"""
Connection,connect,04410e1e,43 6f 6e 6e 65 63 74,Connect,,"ds ""LdnBackgroundProcessJob::WaitConnectNetworkEvent"""
Connection,connect,04410df7,63 6f 6e 6e 65 63 74,connect,,"ds ""LdnBackgroundProcessJob::WaitDisconnected"""
Connection,connect,043ff8e6,43 6f 6e 6e 65 63 74,Connect,,"ds ""LdnHostMigrationJob::ConnectNetwork"""
Connection,connect,042a1496,43 6f 6e 6e 65 63 74,Connect,,"ds ""LdnHostMigrationJob::WaitConnectNetwork"""
Connection,connect,042901a1,63 6f 6e 6e 65 63 74,connect,,"ds ""LeaveMeshJob::StartDisconnectStations"""
Connection,connect,043285c5,63 6f 6e 6e 65 63 74,connect,,"ds ""LeaveWithHostMigrationJob::StartDisconnectStations"""
Connection,connect,042d4824,63 6f 6e 6e 65 63 74,connect,,"ds ""LeaveWithHostMigrationJob::WaitDisconnectStations"""
Connection,connect,04441c80,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalBackgroundProcessJob::ConnectNetwork"""
Connection,connect,0425d8a2,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalBackgroundProcessJob::DisconnectNetwork"""
Connection,connect,04410e37,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalConnectNetworkJob::ProcessSucceeded"""
Connection,connect,043cd975,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalConnectNetworkJob::WaitConnectNetwork"""
Connection,connect,043cd98c,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalConnectNetworkJob::WaitConnectNetwork"""
Connection,connect,0424dae0,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalConnectNetworkJob::WaitForCancel"""
Connection,connect,0429012c,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDestroyNetworkJob::WaitUntilAllClientsDisconnection"""
Connection,connect,04452fb3,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDisconnectNetworkJob::TryPrepareDisconnectNetwork"""
Connection,connect,04452fd3,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDisconnectNetworkJob::TryPrepareDisconnectNetwork"""
Connection,connect,0437ad09,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDisconnectNetworkJob::WaitDisconnectNetwork"""
Connection,connect,0437ad23,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDisconnectNetworkJob::WaitDisconnectNetwork"""
Connection,connect,04348898,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalDisconnectNetworkJob::WaitForCancel"""
Connection,connect,043eee88,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalEventCheckBackgroundJob::UpdateConnectionStatus"""
Connection,connect,043de64d,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalEventJob::WaitConnectionStatusUpdated"""
Connection,connect,0436a895,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalForceDisconnectNetworkJob::WaitDisconnected"""
Connection,connect,0436a8af,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalForceDisconnectNetworkJob::WaitDisconnected"""
Connection,connect,042e5523,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalForceDisconnectNetworkJob::WaitHostMigrationEnd"""
Connection,connect,0442079f,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalHostMigrationJob::ConnectNetwork"""
Connection,connect,043bca35,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalHostMigrationJob::DisconnectNetwork"""
Connection,connect,0425d8f1,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalHostMigrationJob::WaitConnectNetwork"""
Connection,connect,04420779,63 6f 6e 6e 65 63 74,connect,,"ds ""LocalHostMigrationJob::WaitDisconnectNetwork"""
Connection,connect,043284fc,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalHostMigrationJob::WaitUntilAllClientsConnection"""
Connection,connect,0436a8e4,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalMatchBrowseMatchmakeJob::UpdateCurrentConnectionStatus"""
Connection,connect,042a1537,43 6f 6e 6e 65 63 74,Connect,,"ds ""LocalMatchBrowseMatchmakeJob::WaitUpdateCurrentConnectionStatus"""
