Location,Match Value,Depth,Terminal,Ref Type,Operand Index,From Address,From Offset,From Code Unit,Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Clone Hash,Function Fingerprint,Function Referenced By,Path
04306431,socket,1,1,PARAM,0,000238b4,0x238b4,"add x1,x1,#0x431",00023390,0x23390,FUN_00023390,,,Global,"ulong __cdecl FUN_00023390(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, ulong param_8, long param_9, char * param_10, undefined4 param_11, int param_12, long * param_13)",2428,151,1,decompiled/FUN_00023390__00023390.c,decompiled/FUN_00023390__00023390.mmd,7cf575edf93f0485,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ffc30cd1,,04306431 -> 000238b4
